clouds (%),Date ,dewpt (°C),dhi (W/m²),dni (W/m²),ghi (W/m²),max_dhi (W/m²),max_dni (W/m²),max_ghi (W/m²),max_temp (°C),max_uv (Index),max_wind_dir (°),max_wind_spd (m/s),min_temp (°C),precip (mm),precip_gpm (mm/hr),pres (hPa),rh (%),slp (hPa),solar_rad (W/m²),temp (°C),wind_dir (°),wind_gust_spd (m/s),wind_spd (m/s)
0.0,2024-01-01,17.7,41,340,215,116,910,759,29.3,6.3,156,3.2,19.3,0.0,0.0,1010,0.71,1014,215,23.6,156,6.4,2.4
0.0,2024-01-02,17.5,41,340,216,116,910,760,27.8,6.3,161,3.2,17.8,0.0,0.0,1010,0.76,1013,216,22.1,161,6.0,2.2
0.05,2024-01-03,17.0,42,340,216,116,911,762,27.0,6.2,112,3.2,16.7,0.0,0.0,1009,0.78,1013,215,21.4,112,6.8,2.6
0.02,2024-01-04,16.7,42,340,217,116,911,763,27.4,6.3,133,4.0,16.7,0.0,0.0,1010,0.75,1013,216,21.7,133,7.2,2.9
0.01,2024-01-05,15.6,42,341,217,116,911,764,27.0,6.2,73,4.4,16.7,0.0,0.0,1010,0.71,1013,217,21.5,73,7.2,3.2
0.13,2024-01-06,15.5,42,341,218,116,912,766,27.0,6.3,28,3.6,16.7,0.0,0.0,1011,0.7,1014,217,21.4,28,7.2,3.2
0.45,2024-01-07,17.0,42,341,218,116,912,768,28.5,5.4,43,4.0,18.1,0.0,0.0,1011,0.71,1014,216,22.6,43,8.4,3.1
0.19,2024-01-08,18.4,42,342,219,116,913,769,30.0,6.4,105,4.0,20.0,0.0,0.0,1010,0.71,1014,219,24.3,105,7.6,2.7
0.21,2024-01-09,18.3,42,342,220,116,913,771,29.3,5.8,18,4.0,20.4,0.0,0.0,1011,0.71,1014,218,24.1,18,7.2,3.1
0.15,2024-01-10,18.9,42,342,221,117,914,773,28.9,5.6,20,3.6,20.4,0.0,0.0,1011,0.73,1014,220,24.2,20,6.8,2.7
0.03,2024-01-11,19.5,42,343,221,117,915,775,30.0,6.5,23,4.0,20.0,0.0,0.0,1011,0.75,1015,221,24.4,23,6.4,2.8
0.03,2024-01-12,19.5,42,343,222,117,915,777,32.2,6.5,126,3.6,20.4,0.0,0.0,1011,0.71,1014,222,25.5,126,6.8,2.7
0.0,2024-01-13,18.5,42,344,223,117,916,780,31.1,6.5,203,3.2,20.0,0.0,0.0,1011,0.69,1014,223,24.9,203,6.8,2.2
0.0,2024-01-14,13.5,42,344,224,117,916,782,28.5,6.6,130,3.2,17.0,0.0,0.0,1012,0.6,1016,224,22.2,130,6.8,2.3
0.0,2024-01-15,12.1,42,345,225,117,917,784,27.8,6.6,178,2.8,14.1,0.0,0.0,1011,0.62,1015,225,20.4,178,4.4,1.8
0.23,2024-01-16,13.2,42,345,226,117,918,787,28.1,6.6,213,2.4,14.4,0.0,0.0,1009,0.64,1012,219,20.9,213,4.8,1.7
0.56,2024-01-17,13.3,42,346,227,117,918,789,27.4,3.6,179,2.4,14.1,0.0,0.0,1008,0.65,1012,162,20.7,179,5.6,1.7
0.04,2024-01-18,13.9,43,347,228,118,919,792,27.4,6.7,93,3.2,15.2,0.0,0.0,1010,0.65,1013,228,21.2,93,6.0,2.2
0.02,2024-01-19,13.9,43,347,229,118,920,795,28.9,6.7,76,4.4,16.3,0.0,0.0,1010,0.61,1013,229,22.2,76,7.6,2.8
0.37,2024-01-20,11.8,43,348,230,118,920,797,28.1,6.8,130,4.0,16.7,0.0,0.0,1012,0.53,1015,211,21.9,130,7.6,3.2
0.6,2024-01-21,10.2,43,348,231,118,921,800,27.8,2.1,35,4.0,15.9,0.0,0.0,1012,0.5,1016,78,21.7,35,8.0,3.1
0.45,2024-01-22,9.5,43,349,232,118,922,803,28.1,5.5,135,3.6,14.8,0.0,0.0,1012,0.49,1016,222,21.2,135,7.2,2.9
0.0,2024-01-23,8.3,43,350,233,118,922,806,27.8,6.9,85,4.0,15.2,0.0,0.0,1013,0.46,1016,233,21.0,85,8.8,3.1
0.04,2024-01-24,9.5,43,350,235,118,923,809,28.1,7.0,36,3.2,15.9,0.0,0.0,1012,0.49,1016,235,21.3,36,7.6,2.5
0.07,2024-01-25,10.2,43,351,236,119,924,813,28.5,7.0,61,4.0,14.8,0.0,0.0,1013,0.52,1017,235,21.1,61,8.4,2.6
0.31,2024-01-26,11.1,43,352,237,119,925,816,30.0,6.8,50,3.2,15.2,0.0,0.0,1014,0.52,1017,230,21.9,50,6.4,2.4
0.74,2024-01-27,13.3,43,353,238,119,925,819,31.1,3.5,122,3.6,14.8,0.0,0.0,1013,0.59,1017,140,22.5,122,6.8,2.2
0.68,2024-01-28,14.3,44,353,240,119,926,822,31.1,4.0,152,2.8,15.6,0.0,0.0,1013,0.62,1016,208,22.6,152,5.2,1.7
0.46,2024-01-29,13.8,44,354,241,119,927,826,29.3,6.9,180,2.8,15.9,0.0,0.0,1013,0.62,1016,235,22.0,180,6.0,1.9
0.49,2024-01-30,14.7,44,355,242,120,928,829,29.3,6.8,170,2.4,15.9,0.0,0.0,1012,0.66,1015,222,21.9,170,5.6,1.9
0.94,2024-01-31,15.3,44,356,243,120,928,833,28.9,2.7,170,2.4,17.0,0.0,0.0,1011,0.65,1014,79,22.6,170,5.6,1.7
0.18,2024-02-01,17.6,44,357,245,120,929,836,28.9,7.3,281,2.4,17.8,0.0,0.0,1012,0.74,1015,245,22.9,281,5.6,1.6
0.4,2024-02-02,17.3,44,358,246,120,930,840,29.3,3.5,189,2.4,17.8,0.0,0.0,1013,0.73,1016,176,23.1,189,5.2,1.6
0.03,2024-02-03,15.9,44,358,248,120,931,843,32.2,7.5,123,2.8,19.3,0.0,0.0,1012,0.59,1015,248,25.0,123,6.4,2.2
0.0,2024-02-04,16.5,44,359,249,120,931,847,33.7,7.5,150,2.8,19.6,0.0,0.0,1012,0.59,1015,249,25.8,150,4.8,1.9
0.0,2024-02-05,17.9,45,360,251,121,932,851,30.4,7.6,254,2.4,20.7,0.0,0.0,1013,0.64,1016,251,25.6,254,6.0,1.8
0.05,2024-02-06,18.8,45,361,252,121,933,854,30.7,7.7,167,2.8,19.6,0.0,0.0,1013,0.72,1016,248,24.7,167,5.6,1.9
0.33,2024-02-07,16.4,45,362,253,121,934,858,30.0,7.7,101,4.0,18.9,0.0,0.0,1014,0.63,1017,252,24.4,101,7.6,2.6
0.53,2024-02-08,14.2,45,363,255,121,934,862,29.3,7.5,76,4.0,19.6,0.0,0.0,1014,0.55,1017,208,24.1,76,8.4,3.3
0.34,2024-02-09,13.1,45,364,256,121,935,866,29.6,7.8,161,3.6,17.8,0.0,0.0,1013,0.53,1016,254,23.4,161,6.0,2.5
0.01,2024-02-10,12.5,45,365,258,121,936,869,29.3,7.9,206,2.8,17.4,0.0,0.0,1013,0.54,1017,258,22.7,206,5.6,2.3
0.12,2024-02-11,13.6,46,366,259,122,937,873,30.0,8.0,153,2.8,16.7,0.0,0.0,1013,0.57,1017,254,22.9,153,5.6,2.2
0.97,2024-02-12,14.1,46,367,261,122,937,877,29.6,2.5,155,2.8,17.0,0.0,0.0,1012,0.58,1016,78,23.1,155,5.6,1.9
0.98,2024-02-13,14.1,46,368,263,122,938,881,28.9,2.5,195,3.6,17.4,0.0,0.0,1013,0.6,1016,67,22.8,195,6.8,2.1
0.14,2024-02-14,12.9,46,369,264,122,939,885,29.6,8.2,318,2.8,17.0,0.0,0.0,1013,0.54,1016,264,23.4,318,6.0,2.2
0.0,2024-02-15,15.1,46,371,266,122,939,889,32.2,8.2,91,3.6,17.0,0.0,0.0,1011,0.57,1015,266,24.5,91,7.2,2.4
0.08,2024-02-16,17.1,46,372,267,123,940,892,34.1,8.3,48,4.0,20.4,0.0,0.0,1011,0.58,1014,266,26.5,48,8.8,2.7
0.22,2024-02-17,18.0,47,373,269,123,941,896,34.8,8.0,141,2.8,21.5,0.0,0.0,1009,0.6,1013,252,27.2,141,5.2,2.0
0.02,2024-02-18,17.4,47,374,270,123,941,900,34.1,8.4,215,3.2,20.0,0.0,0.0,1008,0.61,1011,270,26.5,215,6.4,1.8
0.38,2024-02-19,15.8,47,375,272,123,942,904,33.0,6.2,215,3.6,19.6,0.0,0.0,1009,0.57,1012,251,26.0,215,8.0,2.2
0.21,2024-02-20,16.9,47,377,274,123,943,908,31.1,7.4,265,4.0,20.0,0.0,0.0,1010,0.62,1013,272,25.2,265,7.6,2.4
0.32,2024-02-21,18.8,47,378,275,123,943,912,28.5,7.1,239,4.0,19.6,0.0,0.0,1009,0.72,1012,253,24.5,239,7.6,2.7
0.07,2024-02-22,18.3,47,379,277,124,944,916,28.5,8.5,261,3.2,20.0,0.0,0.0,1010,0.72,1013,277,24.2,261,7.6,2.3
0.15,2024-02-23,14.5,48,380,278,124,945,919,30.0,8.8,209,2.8,19.3,0.0,0.0,1010,0.64,1014,278,23.7,209,6.8,1.9
0.0,2024-02-24,7.6,48,381,280,124,945,923,29.6,8.9,172,3.6,17.0,0.0,0.0,1010,0.41,1014,280,22.7,172,8.4,2.7
0.05,2024-02-25,5.9,48,382,282,124,946,927,30.7,8.9,40,4.8,17.8,0.0,0.0,1010,0.33,1013,282,23.8,40,10.0,3.6
0.87,2024-02-26,12.6,48,384,283,124,946,931,33.0,4.0,127,4.0,18.5,0.0,0.0,1008,0.46,1011,135,25.6,127,7.6,2.5
0.02,2024-02-27,16.7,48,385,285,124,947,934,33.3,9.0,154,2.8,19.6,0.0,0.0,1009,0.58,1012,285,26.2,154,6.0,1.7
0.01,2024-02-28,16.2,48,386,286,125,947,938,34.1,9.2,139,3.2,20.4,0.0,0.0,1009,0.54,1012,286,26.8,139,4.8,2.2
0.12,2024-02-29,17.1,48,387,288,125,948,942,36.3,9.2,153,3.2,21.9,0.0,0.0,1008,0.53,1011,287,28.2,153,6.4,2.3
0.01,2024-03-01,17.5,49,388,290,125,948,945,34.1,9.3,208,3.6,22.2,0.0,0.0,1008,0.57,1012,290,27.5,208,8.0,2.7
0.11,2024-03-02,19.9,49,389,291,125,949,949,30.4,8.9,219,5.6,22.2,0.0,0.0,1008,0.7,1012,290,26.1,219,10.0,3.0
0.08,2024-03-03,13.3,49,390,293,125,949,953,26.7,9.4,285,4.4,18.9,0.0,0.0,1010,0.56,1013,293,23.1,285,8.8,2.8
0.0,2024-03-04,9.9,49,391,294,125,950,956,28.5,9.5,152,3.2,15.6,0.0,0.0,1011,0.5,1014,294,22.3,152,7.6,2.2
0.0,2024-03-05,8.4,49,392,296,125,950,960,30.7,9.6,199,3.6,15.2,0.0,0.0,1011,0.42,1014,296,22.9,199,7.2,2.5
0.0,2024-03-06,9.8,49,393,297,126,950,963,31.1,9.7,190,3.2,16.3,0.0,0.0,1010,0.45,1013,297,23.6,190,7.2,2.3
0.2,2024-03-07,11.4,49,394,299,126,951,967,31.5,9.7,180,3.2,17.8,0.0,0.0,1010,0.45,1013,268,24.7,180,6.4,2.2
0.0,2024-03-08,11.5,50,395,300,126,951,970,31.9,9.8,129,3.6,17.4,0.0,0.0,1010,0.44,1014,300,25.3,129,7.2,2.5
0.08,2024-03-09,10.1,50,396,302,126,952,973,32.2,9.9,124,4.0,20.0,0.0,0.0,1010,0.4,1013,300,25.4,124,7.6,2.6
0.03,2024-03-10,12.2,50,396,303,126,952,976,32.6,9.9,260,3.2,18.5,0.0,0.0,1010,0.45,1013,303,25.8,260,7.6,1.6
0.0,2024-03-11,15.3,50,397,305,126,952,980,34.1,10.0,309,3.2,19.6,0.0,0.0,1012,0.52,1015,305,27.4,309,6.4,2.0
0.0,2024-03-12,16.5,50,398,306,126,953,983,33.3,10.1,247,2.8,21.1,0.0,0.0,1011,0.53,1014,306,27.4,247,7.6,2.4
0.0,2024-03-13,16.3,50,399,308,126,953,986,32.6,10.1,290,3.6,21.5,0.0,0.0,1010,0.56,1013,308,26.7,290,7.2,2.4
0.0,2024-03-14,16.9,50,400,309,126,953,989,32.2,10.2,295,2.4,21.1,0.0,0.0,1010,0.59,1014,309,26.3,295,6.0,2.0
0.0,2024-03-15,17.0,50,401,310,127,953,992,32.6,10.3,223,2.4,18.9,0.0,0.0,1009,0.63,1012,310,25.7,223,5.2,1.6
0.0,2024-03-16,16.7,50,401,312,127,954,995,33.3,10.3,241,2.4,18.9,0.0,0.0,1009,0.61,1012,312,26.0,241,5.2,1.7
0.0,2024-03-17,17.4,51,402,313,127,954,998,32.6,10.4,220,3.2,20.0,0.0,0.0,1009,0.63,1012,313,26.0,220,7.2,2.1
0.05,2024-03-18,18.5,51,403,314,127,954,1001,34.1,10.5,255,3.2,20.0,0.0,0.0,1008,0.65,1012,314,26.9,255,6.8,2.2
0.06,2024-03-19,12.9,51,403,316,127,954,1003,34.8,10.5,206,3.2,19.6,0.0,0.0,1009,0.45,1012,316,27.4,206,7.2,2.3
0.08,2024-03-20,13.2,51,404,317,127,954,1006,35.9,10.6,222,2.8,19.6,0.0,0.0,1008,0.43,1011,317,28.1,222,6.8,1.7
0.72,2024-03-21,15.4,51,405,318,127,954,1009,36.3,3.4,220,2.8,21.5,0.0,0.0,1007,0.48,1010,115,28.8,220,4.4,1.5
0.11,2024-03-22,16.3,51,405,320,127,955,1011,35.6,10.7,235,2.8,20.4,0.0,0.0,1006,0.51,1009,311,28.2,235,5.2,1.8
0.28,2024-03-23,16.9,51,406,321,127,955,1014,35.2,10.8,184,3.2,21.1,0.0,0.0,1006,0.55,1009,310,27.8,184,6.4,1.9
0.24,2024-03-24,18.1,51,407,322,127,955,1016,34.4,7.5,274,2.8,22.6,0.0,0.0,1007,0.56,1010,263,28.4,274,6.8,1.6
0.0,2024-03-25,19.3,51,407,323,127,955,1018,35.9,10.9,199,2.8,22.2,0.0,0.0,1008,0.6,1011,323,28.8,199,5.6,1.9
0.02,2024-03-26,20.4,51,408,324,127,955,1021,36.7,10.9,242,2.8,23.0,0.0,0.0,1007,0.61,1010,324,29.5,242,5.6,1.7
0.13,2024-03-27,21.4,52,408,326,128,955,1023,36.7,11.0,248,2.8,23.7,0.0,0.0,1009,0.62,1012,326,30.1,248,5.2,1.6
0.07,2024-03-28,21.8,52,409,327,128,955,1025,36.7,10.9,258,2.8,24.8,0.0,0.0,1007,0.61,1010,326,30.7,258,6.0,1.8
0.24,2024-03-29,20.4,52,409,328,128,955,1027,36.3,8.5,258,2.8,25.6,0.0,0.0,1006,0.56,1010,319,30.8,258,5.2,1.6
0.05,2024-03-30,19.0,52,410,329,128,955,1029,35.9,10.7,270,2.8,24.8,0.0,0.0,1008,0.54,1011,329,29.7,270,6.8,1.9
0.15,2024-03-31,17.6,52,410,330,128,955,1031,34.4,9.9,317,2.8,24.4,0.0,0.0,1009,0.52,1012,323,29.0,317,6.4,1.8
0.37,2024-04-01,18.2,52,411,331,128,955,1033,35.9,10.3,286,2.8,22.6,0.0,0.0,1007,0.56,1010,256,28.9,286,6.4,2.1
0.48,2024-04-02,18.9,52,411,332,128,955,1035,35.2,5.9,245,2.8,23.0,0.0,0.0,1005,0.59,1008,198,28.8,245,6.4,1.8
0.43,2024-04-03,19.0,52,412,333,128,955,1037,35.2,11.3,207,3.2,23.0,0.0,0.0,1006,0.59,1009,311,28.9,207,6.0,1.6
0.83,2024-04-04,19.2,52,412,334,128,955,1038,35.2,4.9,288,2.8,24.4,0.0,0.0,1007,0.57,1010,168,29.5,288,7.2,2.0
0.16,2024-04-05,18.2,52,413,335,128,954,1040,35.9,10.3,246,4.0,24.1,0.0,0.0,1006,0.54,1010,332,29.8,246,8.8,2.4
0.27,2024-04-06,16.4,52,413,336,128,954,1042,36.3,10.5,300,4.4,24.4,0.0,0.0,1006,0.45,1009,324,30.3,300,9.6,2.6
0.0,2024-04-07,15.8,53,414,337,128,954,1043,35.9,11.5,291,3.6,25.9,0.0,0.0,1004,0.44,1008,337,30.0,291,6.0,2.6
0.0,2024-04-08,19.9,53,414,338,128,954,1045,36.3,11.5,235,2.4,23.0,0.0,0.0,1005,0.6,1008,338,29.4,235,5.2,1.6
0.0,2024-04-09,21.1,53,415,339,128,954,1046,36.7,11.6,218,3.2,23.7,0.0,0.0,1005,0.63,1008,339,30.0,218,5.6,2.1
0.15,2024-04-10,22.1,53,416,339,128,954,1047,36.7,11.6,195,4.0,25.2,0.0,0.0,1005,0.65,1008,339,30.2,195,6.8,2.7
0.35,2024-04-11,20.9,53,417,340,128,954,1048,35.9,10.6,191,3.6,25.2,0.0,0.0,1006,0.6,1009,297,29.9,191,7.2,2.4
0.01,2024-04-12,19.4,53,418,341,128,953,1050,34.8,11.7,193,4.4,23.7,0.0,0.0,1005,0.59,1009,341,29.1,193,8.4,2.8
0.16,2024-04-13,22.5,53,418,342,128,953,1051,33.7,11.6,208,4.8,24.4,0.0,0.0,1006,0.71,1009,332,28.7,208,9.2,3.4
0.12,2024-04-14,23.8,53,419,343,128,953,1052,35.6,11.7,222,4.0,25.6,0.0,0.0,1007,0.7,1010,343,30.3,222,6.8,2.7
0.09,2024-04-15,20.7,53,420,344,128,953,1053,39.6,11.6,98,4.0,27.4,0.0,0.0,1007,0.5,1010,339,33.1,98,7.6,2.9
0.03,2024-04-16,15.6,54,421,344,128,952,1054,39.6,11.2,127,3.6,27.8,0.0,0.0,1006,0.35,1009,344,33.5,127,8.0,3.1
0.06,2024-04-17,15.6,54,422,345,128,952,1055,40.4,11.7,141,3.6,27.8,0.0,0.0,1004,0.35,1008,344,34.1,141,6.8,2.5
0.23,2024-04-18,19.8,54,422,346,128,952,1055,39.3,11.0,249,3.2,27.0,0.0,0.0,1004,0.5,1008,337,32.7,249,6.8,2.0
0.17,2024-04-19,19.9,54,423,347,128,952,1056,37.8,9.0,311,2.8,28.1,0.0,0.0,1003,0.48,1006,341,32.6,311,6.4,2.2
0.11,2024-04-20,18.3,54,424,347,128,951,1057,36.7,11.9,299,4.0,27.8,0.0,0.0,1004,0.47,1007,345,31.6,299,7.6,2.9
0.48,2024-04-21,18.5,54,425,348,128,951,1057,35.6,6.7,288,3.2,27.4,0.0,0.0,1004,0.5,1008,280,31.0,288,6.4,2.2
0.59,2024-04-22,19.2,54,425,349,128,951,1058,35.2,5.0,280,3.2,26.7,0.0,0.0,1005,0.53,1008,218,30.7,280,6.8,2.4
0.0,2024-04-23,19.9,54,426,349,128,951,1059,36.7,12.0,232,2.8,25.6,0.0,0.0,1004,0.55,1007,349,30.7,232,6.8,1.8
0.0,2024-04-24,20.9,54,426,350,128,950,1059,38.1,12.0,244,3.6,24.8,0.0,0.0,1003,0.58,1006,350,31.2,244,6.0,1.9
0.04,2024-04-25,20.3,54,427,350,128,950,1059,37.4,11.5,245,3.2,26.3,0.0,0.0,1003,0.53,1007,350,31.9,245,6.0,2.0
0.22,2024-04-26,20.0,54,428,351,128,950,1060,36.7,10.7,237,2.4,27.4,0.5,0.5,1004,0.52,1007,342,31.7,237,6.4,1.6
0.62,2024-04-27,20.6,54,428,352,128,949,1060,38.1,4.4,300,2.8,26.3,0.0,0.0,1004,0.53,1007,155,32.3,300,6.8,2.0
0.46,2024-04-28,17.3,54,429,352,128,949,1060,38.5,10.4,283,4.4,27.8,0.0,0.0,1004,0.41,1007,339,33.1,283,8.0,2.6
0.03,2024-04-29,16.7,55,429,353,128,949,1061,38.5,12.1,312,3.6,28.1,0.0,0.0,1005,0.39,1008,353,33.3,312,8.0,2.7
0.01,2024-04-30,18.1,55,430,353,128,948,1061,38.5,12.1,304,3.6,27.4,0.0,0.0,1003,0.44,1007,353,33.0,304,8.0,2.9
0.02,2024-05-01,17.0,55,430,354,128,948,1061,37.4,12.1,275,3.6,27.4,0.0,0.0,1001,0.44,1005,354,31.8,275,7.2,2.7
0.39,2024-05-02,18.2,55,430,354,128,948,1061,36.7,11.1,256,2.8,24.4,0.0,0.0,1002,0.51,1005,346,30.9,256,6.4,1.8
0.1,2024-05-03,20.2,55,431,354,128,947,1061,37.8,12.1,247,2.8,24.8,0.0,0.0,1003,0.56,1006,354,31.2,247,5.6,1.8
0.48,2024-05-04,22.7,55,431,355,128,947,1061,38.5,5.4,279,3.6,26.3,0.0,0.0,1004,0.61,1007,267,32.3,279,8.0,2.4
0.38,2024-05-05,21.2,55,432,355,128,946,1061,38.5,10.8,282,3.6,28.1,0.0,0.0,1003,0.52,1006,343,33.3,282,8.4,2.7
0.01,2024-05-06,22.0,55,432,356,128,946,1061,36.3,12.1,263,4.0,28.5,0.0,0.0,1003,0.56,1006,356,32.2,263,8.0,2.6
0.02,2024-05-07,24.0,55,432,356,128,946,1061,36.7,12.1,213,5.2,27.0,0.0,0.0,1003,0.66,1007,356,31.6,213,10.0,3.1
0.01,2024-05-08,24.2,55,433,356,127,945,1061,37.0,12.1,218,4.8,27.4,0.0,0.0,1003,0.67,1007,356,31.8,218,10.0,3.6
0.06,2024-05-09,24.5,55,433,357,127,945,1061,36.3,12.1,215,4.8,27.4,0.0,0.0,1003,0.69,1006,357,31.5,215,9.6,3.7
0.01,2024-05-10,23.8,55,433,357,127,945,1061,35.6,12.1,220,4.4,27.8,0.0,0.0,1004,0.68,1008,357,31.0,220,9.2,3.7
0.04,2024-05-11,24.8,55,434,357,127,944,1061,36.7,12.1,235,4.0,27.0,0.0,0.0,1005,0.7,1009,357,31.6,235,6.8,2.5
0.26,2024-05-12,24.5,55,434,358,127,944,1061,35.6,11.3,214,3.2,27.8,0.0,0.0,1005,0.68,1009,343,31.6,214,7.6,2.4
0.19,2024-05-13,24.6,55,434,358,127,944,1060,37.8,11.6,189,3.6,27.0,3.5,3.5,1005,0.68,1008,342,31.9,189,7.2,1.6
0.11,2024-05-14,21.7,55,434,358,127,943,1060,36.7,11.6,69,3.6,25.6,1.3,1.3,1005,0.59,1008,358,31.4,69,8.4,1.8
0.13,2024-05-15,20.6,55,435,358,127,943,1060,38.9,11.3,129,2.8,27.8,0.0,0.0,1005,0.49,1008,354,33.4,129,6.0,1.6
0.24,2024-05-16,20.2,55,435,359,127,942,1060,40.0,11.9,143,4.4,27.8,0.0,0.0,1004,0.46,1008,351,34.6,143,7.6,1.4
0.06,2024-05-17,23.6,55,435,359,127,942,1059,38.5,12.1,223,4.0,29.3,0.0,0.0,1003,0.56,1006,359,33.9,223,8.0,2.5
0.04,2024-05-18,24.6,55,435,359,127,942,1059,40.4,11.3,244,3.2,29.6,0.0,0.0,1001,0.59,1004,359,34.4,244,7.2,2.4
0.04,2024-05-19,22.4,55,435,359,127,941,1059,40.4,11.6,254,4.0,29.6,0.0,0.0,999,0.51,1002,359,34.9,254,8.0,2.6
0.07,2024-05-20,22.8,55,436,360,127,941,1058,40.0,11.4,251,3.6,30.0,0.0,0.0,999,0.52,1002,359,34.7,251,7.6,2.3
0.11,2024-05-21,22.9,55,436,360,127,941,1058,41.5,11.6,285,4.0,30.4,0.0,0.0,999,0.52,1002,358,35.3,285,7.6,2.3
0.33,2024-05-22,24.1,55,436,360,127,940,1058,39.3,8.5,264,3.2,30.7,0.0,0.0,999,0.56,1002,336,34.5,264,6.8,2.3
0.12,2024-05-23,24.1,55,436,360,127,940,1057,38.9,11.0,251,4.4,30.0,0.0,0.0,997,0.57,1001,359,34.4,251,7.6,2.8
0.05,2024-05-24,24.5,55,436,360,127,940,1057,38.1,12.1,249,4.8,28.5,0.0,0.0,997,0.62,1000,360,33.6,249,9.6,3.2
0.1,2024-05-25,25.4,55,436,360,127,939,1057,37.0,12.0,236,5.2,30.4,0.0,0.0,998,0.66,1001,360,33.0,236,10.8,3.6
0.89,2024-05-26,26.3,55,436,360,127,939,1056,35.9,7.6,221,5.6,30.0,0.0,0.0,999,0.71,1002,193,32.6,221,10.8,4.4
0.53,2024-05-27,26.2,55,436,360,127,939,1056,35.2,10.9,221,7.2,30.7,0.0,0.0,998,0.71,1001,321,32.3,221,13.6,5.1
0.37,2024-05-28,26.4,55,437,361,127,938,1055,35.2,11.4,222,7.6,29.6,0.0,0.0,999,0.73,1002,353,32.0,222,14.8,6.2
0.42,2024-05-29,26.0,55,437,361,127,938,1055,34.8,9.3,223,8.4,29.6,0.0,0.0,999,0.72,1002,255,31.9,223,16.8,6.7
0.24,2024-05-30,25.7,55,437,361,126,938,1055,35.6,11.1,227,6.8,30.0,0.0,0.0,1000,0.69,1004,355,32.2,227,14.0,5.2
0.11,2024-05-31,25.4,55,437,361,126,937,1054,35.9,12.1,224,6.4,29.6,0.0,0.0,1002,0.68,1005,359,32.5,224,12.4,4.8
0.04,2024-06-01,25.2,55,437,361,126,937,1054,35.9,11.7,227,5.6,29.3,0.0,0.0,1002,0.67,1005,361,32.4,227,12.4,4.5
0.2,2024-06-02,24.9,55,437,361,126,937,1054,36.3,11.3,239,4.4,28.9,0.0,0.0,1002,0.66,1005,361,32.5,239,9.2,3.3
0.61,2024-06-03,25.1,55,437,361,126,936,1053,35.9,9.8,226,5.6,29.6,0.0,0.0,1002,0.67,1005,339,32.3,226,10.8,3.8
0.26,2024-06-04,24.6,55,437,361,126,936,1053,36.3,7.5,230,5.2,28.9,0.0,0.0,1003,0.66,1006,319,32.5,230,10.8,3.8
0.13,2024-06-05,25.7,55,437,361,126,936,1052,36.3,11.0,225,5.2,29.3,0.0,0.0,1003,0.68,1006,360,32.7,225,10.0,3.6
0.11,2024-06-06,24.3,55,437,361,126,936,1052,37.0,11.6,240,4.4,30.0,0.0,0.0,1004,0.62,1007,361,33.1,240,9.2,3.5
0.49,2024-06-07,25.2,55,437,361,126,935,1052,37.8,11.7,261,5.6,30.4,0.0,0.0,1002,0.64,1005,342,33.3,261,10.0,3.5
0.4,2024-06-08,24.9,55,437,361,126,935,1051,36.7,5.6,235,4.4,30.0,4.0,4.0,1001,0.64,1004,272,32.9,235,8.8,2.7
0.43,2024-06-09,25.1,55,437,361,126,935,1051,38.1,6.0,239,6.0,28.5,1.5,1.5,1000,0.64,1003,278,33.1,239,11.2,3.5
0.91,2024-06-10,25.3,55,437,361,126,935,1051,35.9,4.3,224,5.2,28.5,0.5,0.5,1001,0.7,1005,155,31.7,224,9.6,3.7
0.32,2024-06-11,25.2,55,437,361,126,934,1050,35.9,10.7,232,5.2,29.6,0.0,0.0,1002,0.67,1005,358,32.3,232,10.8,3.9
0.18,2024-06-12,24.6,55,437,361,126,934,1050,36.7,12.1,232,6.0,29.6,0.0,0.0,1002,0.65,1006,360,32.4,232,10.8,4.4
0.15,2024-06-13,25.6,55,437,361,126,934,1050,36.3,11.7,232,5.6,29.6,0.0,0.0,1002,0.68,1005,361,32.4,232,11.2,4.4
0.37,2024-06-14,25.7,55,437,361,126,934,1050,34.8,9.6,217,5.6,28.9,0.0,0.0,1001,0.73,1004,352,31.5,217,10.8,4.4
0.28,2024-06-15,25.8,55,437,361,126,934,1049,35.2,10.3,216,5.2,28.9,0.5,0.5,1001,0.72,1004,357,31.7,216,10.0,4.0
0.33,2024-06-16,25.9,55,437,361,126,934,1049,35.6,9.6,222,4.8,29.3,0.0,0.0,1001,0.71,1004,359,32.1,222,10.0,4.0
0.48,2024-06-17,26.2,55,437,361,126,933,1049,35.9,10.7,218,5.6,30.0,0.3,0.3,1001,0.71,1005,355,32.4,218,11.2,4.2
0.65,2024-06-18,26.3,55,436,361,126,933,1049,34.8,4.8,206,6.4,28.9,6.0,6.0,1001,0.74,1004,239,31.5,206,12.4,4.5
0.76,2024-06-19,26.1,55,436,361,126,933,1048,33.7,7.3,209,6.8,28.1,0.8,0.8,999,0.78,1002,255,30.5,209,14.0,5.6
0.71,2024-06-20,26.3,55,436,361,126,933,1048,34.1,4.7,195,6.8,27.8,0.0,0.0,997,0.78,1000,165,30.6,195,14.4,5.1
0.63,2024-06-21,26.7,55,436,361,126,933,1048,35.6,10.5,217,6.4,29.3,1.5,1.5,998,0.75,1001,333,31.9,217,12.8,4.9
