clouds,datetime,dewpt,dhi,dni,ghi,max_dhi,max_dni,max_ghi,max_temp,max_uv,max_wind_dir,max_wind_spd,min_temp,precip,precip_gpm,pres,rh,slp,solar_rad,t_dhi,t_dni,t_ghi,t_solar_rad,temp,ts,wind_dir,wind_gust_spd,wind_spd,Market
0,01-01-2024,17.9,41,340,215,116,910,759,30.7,6.3,156,3.6,20,0,0,1008,68,1013,215,954,7816,4946,4946,24.5,1704047400,156,5.6,2.2,Bardoli
0,02-01-2024,18,41,340,216,116,910,760,28.9,6.3,173,3.2,18.5,0,0,1008,74,1013,216,954,7820,4957,4957,23.1,1704133800,173,6.4,2.1,Bardoli
17,03-01-2024,17.9,42,340,216,116,911,762,28.1,6.3,188,3.6,17.4,0,0,1007,79,1013,210,955,7825,4968,4834,22.1,1704220200,188,6,2.4,Bardoli
3,04-01-2024,16.9,42,340,217,116,911,763,28.5,6.2,146,3.6,16.7,0,0,1007,74,1013,216,956,7831,4980,4978,22.3,1704306600,146,6.4,2.4,Bardoli
1,05-01-2024,16.4,42,341,217,116,911,764,28.1,6.1,89,4,17.4,0,0,1008,72,1013,217,957,7837,4993,4993,22.1,1704393000,89,6.4,3,Bardoli
22,06-01-2024,15.9,42,341,218,116,912,766,28.1,6.3,39,4.4,17.4,0,0,1009,69,1014,214,958,7844,5007,4933,22.2,1704479400,39,8.4,3.2,Bardoli
39,07-01-2024,17.8,42,341,218,116,912,768,28.9,5.9,62,5.2,19.6,0,0,1008,72,1014,218,960,7852,5022,5017,23.5,1704565800,62,10,3.6,Bardoli
15,08-01-2024,18.4,42,342,219,116,913,769,31.1,6.4,88,4.4,20.4,0,0,1008,69,1014,219,961,7860,5038,5038,24.8,1704652200,88,9.2,3.3,Bardoli
31,09-01-2024,18.2,42,342,220,116,913,771,29.6,5.3,37,3.6,20.4,0,0,1009,69,1014,186,962,7868,5055,4285,24.5,1704738600,37,6.4,2.7,Bardoli
8,10-01-2024,19.4,42,342,221,117,914,773,29.6,6.2,36,2.8,20.7,0,0,1009,74,1014,221,964,7877,5072,5072,24.6,1704825000,36,6.4,2.4,Bardoli
6,11-01-2024,19.9,42,343,221,117,915,775,30.4,6.5,34,3.6,20.4,0,0,1009,75,1015,220,965,7887,5090,5055,24.9,1704911400,34,6.4,2.7,Bardoli
2,12-01-2024,19.5,42,343,222,117,915,777,33,6.5,117,4,21.1,0,0,1009,69,1014,222,967,7897,5109,5109,26.2,1704997800,117,8,2.7,Bardoli
0,13-01-2024,18.7,42,344,223,117,916,780,33,6.5,187,3.2,20.4,0,0,1009,67,1014,223,968,7908,5129,5129,25.9,1705084200,187,7.2,2.1,Bardoli
0,14-01-2024,13.6,42,344,224,117,916,782,30,6.6,157,3.2,18.5,0,0,1010,57,1015,224,970,7920,5150,5150,23.7,1705170600,157,7.2,2.2,Bardoli
0,15-01-2024,11.3,42,345,225,117,917,784,28.9,6.6,168,2.4,15.6,0,0,1009,56,1015,225,972,7931,5171,5171,21.8,1705257000,168,4.8,1.6,Bardoli
23,16-01-2024,13,42,345,226,117,918,787,29.3,6.4,206,2.4,15.2,0,0,1007,62,1012,219,974,7944,5193,5030,21.5,1705343400,206,4.8,1.5,Bardoli
50,17-01-2024,12.8,42,346,227,117,918,789,28.5,3.5,166,2.4,15.2,0,0,1006,62,1012,160,976,7957,5216,3680,21.5,1705429800,166,6.4,1.6,Bardoli
3,18-01-2024,13.4,43,347,228,118,919,792,28.1,6.4,107,2.8,15.9,0,0,1008,61,1013,228,978,7970,5239,5239,22,1705516200,107,5.2,1.9,Bardoli
2,19-01-2024,14,43,347,229,118,920,795,29.6,6.7,111,4,16.7,0,0,1008,60,1013,229,980,7984,5263,5261,22.6,1705602600,111,8.4,2.9,Bardoli
33,20-01-2024,12.6,43,348,230,118,920,797,29.3,6.8,142,4,16.7,0,0,1009,55,1014,219,982,7998,5288,5040,22.4,1705689000,142,7.2,3,Bardoli
62,21-01-2024,10.5,43,348,231,118,921,800,28.5,2.2,41,4.4,16.7,0,0,1010,49,1015,70,984,8013,5314,1611,22.3,1705775400,41,9.2,3.3,Bardoli
49,22-01-2024,10.3,43,349,232,118,922,803,29.3,5.4,151,4,15.9,0,0,1010,50,1015,219,986,8029,5340,5040,22,1705861800,151,8.4,3.1,Bardoli
0,23-01-2024,7.5,43,350,233,118,922,806,28.5,6.9,99,4.4,15.6,0,0,1010,42,1016,233,989,8044,5367,5367,21.6,1705948200,99,8.8,3,Bardoli
3,24-01-2024,9,43,350,235,118,923,809,28.5,7,44,4,15.9,0,0,1010,47,1016,235,991,8061,5394,5394,21.7,1706034600,44,8.4,2.8,Bardoli
4,25-01-2024,10,43,351,236,119,924,813,29.3,7,61,4.4,14.4,0,0,1011,51,1016,235,994,8077,5422,5413,21.8,1706121000,61,9.6,3.2,Bardoli
27,26-01-2024,11.1,43,352,237,119,925,816,31.1,6.7,59,4,16.7,0,0,1012,49,1017,233,996,8094,5450,5351,23.1,1706207400,59,7.6,2.8,Bardoli
76,27-01-2024,13.3,43,353,238,119,925,819,32.6,4.7,128,4.4,16.7,0,0,1011,56,1017,140,999,8112,5479,3210,23.7,1706293800,128,8.4,2.5,Bardoli
69,28-01-2024,14.2,44,353,240,119,926,822,32.6,3.7,162,3.2,16.3,0,0,1011,61,1016,205,1001,8129,5509,4716,23.6,1706380200,162,6.4,1.9,Bardoli
48,29-01-2024,13.3,44,354,241,119,927,826,30.4,6.5,153,2.8,16.3,0,0,1011,58,1016,238,1004,8148,5539,5473,23,1706466600,153,6.4,1.8,Bardoli
29,30-01-2024,14.2,44,355,242,120,928,829,30.4,7,162,2,17,0,0,1010,60,1015,232,1007,8166,5569,5337,23,1706553000,162,5.2,1.6,Bardoli
86,31-01-2024,14.5,44,356,243,120,928,833,30,3.2,177,2.8,17,0,0,1009,62,1014,129,1009,8185,5600,2971,23.2,1706639400,177,6.4,1.5,Bardoli
24,01-02-2024,16.4,44,357,245,120,929,836,30,7.4,247,2.4,17.8,0,0,1010,68,1015,241,1012,8204,5632,5533,23.4,1706725800,247,6,1.5,Bardoli
37,02-02-2024,17,44,358,246,120,930,840,30,3.3,151,2.4,17.8,0,0,1011,70,1016,189,1015,8223,5664,4357,23.7,1706812200,151,5.6,1.5,Bardoli
2,03-02-2024,15.7,44,358,248,120,931,843,33.3,7.5,66,3.6,19.3,0,0,1010,57,1015,248,1018,8243,5696,5696,25.6,1706898600,66,7.6,2.4,Bardoli
0,04-02-2024,16,44,359,249,120,931,847,34.8,7.5,150,2.4,20,0,0,1010,56,1015,249,1021,8263,5729,5729,26.7,1706985000,150,5.2,1.9,Bardoli
0,05-02-2024,16.9,45,360,251,121,932,851,32.2,7.6,277,2.8,20,0,0,1011,60,1016,251,1024,8283,5762,5762,26.1,1707071400,277,6.4,1.7,Bardoli
7,06-02-2024,18.1,45,361,252,121,933,854,32.6,7.7,216,2.8,20.7,0,0,1011,64,1016,233,1027,8303,5795,5352,26.1,1707157800,216,6,1.7,Bardoli
24,07-02-2024,16.1,45,362,253,121,934,858,31.5,7.7,161,4.4,19.6,0,0,1012,59,1017,249,1031,8323,5829,5725,25.5,1707244200,161,8,2.5,Bardoli
52,08-02-2024,14,45,363,255,121,934,862,30,7.5,33,4.8,19.6,0,0,1012,53,1017,217,1035,8345,5863,4996,24.6,1707330600,33,9.6,3.2,Bardoli
31,09-02-2024,13.8,45,364,256,121,935,866,31.1,7.8,150,3.2,17.8,0,0,1010,55,1016,254,1039,8367,5897,5845,24.2,1707417000,150,6.4,2.6,Bardoli
1,10-02-2024,12.1,45,365,258,121,936,869,30.7,7.9,169,3.2,17.8,0,0,1011,51,1016,258,1043,8391,5932,5931,23.6,1707503400,169,6,2.2,Bardoli
8,11-02-2024,13.4,46,366,259,122,937,873,31.1,8,204,2.8,17,0,0,1011,56,1016,258,1047,8416,5967,5935,23.6,1707589800,204,4.4,1.8,Bardoli
97,12-02-2024,13.5,46,367,261,122,937,877,31.1,2.6,158,2.8,17.8,0,0,1010,54,1016,78,1051,8442,6003,1786,24.2,1707676200,158,6.4,1.8,Bardoli
98,13-02-2024,13.4,46,368,263,122,938,881,30.4,2.5,169,3.6,17.8,0,0,1011,55,1016,68,1055,8469,6039,1570,23.8,1707762600,169,7.6,1.9,Bardoli
24,14-02-2024,12.9,46,369,264,122,939,885,31.1,8.2,224,2.8,18.1,0,0,1010,52,1016,261,1059,8496,6074,6003,24.5,1707849000,224,6,2.2,Bardoli
1,15-02-2024,15,46,371,266,122,939,889,33.3,8.2,65,4,17.8,0,0,1009,55,1014,266,1063,8524,6111,6111,25.3,1707935400,65,8.8,2.5,Bardoli
13,16-02-2024,16.6,46,372,267,123,940,892,35.2,8.2,71,5.2,21.9,0,0,1009,53,1014,262,1067,8552,6147,6023,27.7,1708021800,71,10.8,3.3,Bardoli
24,17-02-2024,16.4,47,373,269,123,941,896,36.3,7.5,158,2.8,21.9,0,0,1007,53,1012,253,1071,8580,6183,5826,28.4,1708108200,158,6.4,2,Bardoli
2,18-02-2024,15.9,47,374,270,123,941,900,35.6,8.4,227,4,20.7,0,0,1006,55,1011,270,1075,8607,6220,6220,27.4,1708194600,227,7.6,1.9,Bardoli
37,19-02-2024,14.3,47,375,272,123,942,904,34.8,6.7,215,4.4,19.6,0,0,1007,52,1012,260,1079,8635,6257,5973,26.7,1708281000,215,10,2.3,Bardoli
13,20-02-2024,15.7,47,377,274,123,943,908,33,8.6,237,4.4,18.9,0,0,1008,58,1013,274,1082,8663,6293,6292,25.8,1708367400,237,9.2,2.3,Bardoli
25,21-02-2024,18.3,47,378,275,123,943,912,30,7.1,242,4,20.7,0,0,1007,68,1012,271,1086,8690,6330,6227,25.1,1708453800,242,8.4,2.9,Bardoli
14,22-02-2024,17.2,47,379,277,124,944,916,30.4,8.7,253,3.6,21.5,0,0,1008,65,1013,277,1090,8717,6367,6366,25.3,1708540200,253,8.8,2.6,Bardoli
24,23-02-2024,13.3,48,380,278,124,945,919,31.1,8.8,175,2.4,19.3,0,0,1008,58,1014,276,1093,8744,6404,6340,24.8,1708626600,175,6.8,1.7,Bardoli
0,24-02-2024,5.8,48,381,280,124,945,923,31.1,8.9,245,3.6,17.8,0,0,1008,34,1014,280,1097,8771,6440,6440,24.3,1708713000,245,8.4,2.7,Bardoli
1,25-02-2024,5.2,48,382,282,124,946,927,31.9,8.9,29,4.8,17.8,0,0,1007,30,1013,282,1100,8797,6477,6477,24.8,1708799400,29,10,3.4,Bardoli
86,26-02-2024,12,48,384,283,124,946,931,34.8,3.7,156,4.8,19.3,0,0,1005,42,1011,141,1104,8823,6514,3233,26.7,1708885800,156,8.8,2.6,Bardoli
6,27-02-2024,14.9,48,385,285,124,947,934,35.2,8.8,206,3.2,20.7,0,0,1007,50,1012,285,1107,8848,6550,6546,27.4,1708972200,206,7.2,1.7,Bardoli
0,28-02-2024,15.2,48,386,286,125,947,938,35.9,9.2,128,3.2,21.5,0,0,1007,47,1012,286,1111,8873,6586,6586,28.4,1709058600,128,6,2.3,Bardoli
17,29-02-2024,15.2,48,387,288,125,948,942,38.5,8.7,149,2.8,23,0,0,1006,44,1011,284,1114,8898,6623,6524,30.1,1709145000,149,6.4,2.2,Bardoli
4,01-03-2024,16.3,49,388,290,125,948,945,36.3,9.3,208,4.4,23.7,0,0,1007,49,1012,290,1117,8922,6659,6659,29.1,1709231400,208,8.8,2.8,Bardoli
5,02-03-2024,19.4,49,389,291,125,949,949,31.9,9.4,218,6,23,1.3,1.3,1007,66,1012,291,1121,8946,6695,6694,26.8,1709317800,218,11.2,3.6,Bardoli
12,03-03-2024,13.3,49,390,293,125,949,953,28.1,9.4,279,4.4,20,0,0,1008,54,1013,293,1124,8969,6730,6730,24.3,1709404200,279,8.8,3.1,Bardoli
0,04-03-2024,9.2,49,391,294,125,950,956,30,9.5,169,3.6,16.3,0,0,1009,47,1014,294,1127,8992,6766,6766,23.2,1709490600,169,7.2,2,Bardoli
0,05-03-2024,7.6,49,392,296,125,950,960,32.6,9.6,187,3.6,16.7,0,0,1009,37,1014,296,1130,9014,6801,6801,24.3,1709577000,187,7.6,2.5,Bardoli
0,06-03-2024,7.6,49,393,297,126,950,963,33,9.7,238,3.6,17.8,0,0,1008,38,1013,297,1133,9036,6836,6836,25,1709663400,238,7.6,2.3,Bardoli
8,07-03-2024,10.4,49,394,299,126,951,967,33.3,9.7,199,3.6,18.5,0,0,1008,41,1013,295,1136,9058,6871,6775,26.2,1709749800,199,7.2,1.8,Bardoli
0,08-03-2024,10.3,50,395,300,126,951,970,33.7,9.8,144,3.6,19.3,0,0,1008,38,1013,300,1139,9079,6905,6905,27,1709836200,144,8,2.4,Bardoli
6,09-03-2024,9.3,50,396,302,126,952,973,34.1,9.9,152,4.4,20.4,0,0,1008,35,1013,301,1142,9099,6940,6918,27.1,1709922600,152,8,2.5,Bardoli
1,10-03-2024,9.4,50,396,303,126,952,976,34.4,9.9,197,3.6,20,0,0,1008,36,1013,303,1145,9119,6973,6973,27,1710009000,197,8.4,1.8,Bardoli
0,11-03-2024,12.6,50,397,305,126,952,980,35.9,10,254,2.8,20.4,0,0,1010,41,1015,305,1148,9139,7007,7007,28.4,1710095400,254,6.4,2,Bardoli
0,12-03-2024,14.5,50,398,306,126,953,983,35.2,10.1,245,3.2,21.5,0,0,1009,45,1014,306,1150,9158,7040,7040,28.4,1710181800,245,7.6,2.3,Bardoli
0,13-03-2024,14.9,50,399,308,126,953,986,34.4,10.1,295,3.6,22.2,0,0,1008,49,1013,308,1153,9177,7073,7073,27.9,1710268200,295,8,2.2,Bardoli
0,14-03-2024,15.1,50,400,309,126,953,989,34.1,10.2,269,2.8,20.7,0,0,1008,52,1014,309,1156,9195,7105,7105,27.3,1710354600,269,6.4,1.9,Bardoli
0,15-03-2024,15,50,401,310,127,953,992,34.1,10.3,221,2.4,19.6,0,0,1007,54,1012,310,1158,9213,7137,7137,26.8,1710441000,221,5.2,1.6,Bardoli
0,16-03-2024,14.1,50,401,312,127,954,995,35.2,10.3,249,2.8,19.3,0,0,1007,51,1012,312,1161,9230,7169,7169,27.4,1710527400,249,5.2,1.6,Bardoli
0,17-03-2024,14.8,51,402,313,127,954,998,34.8,10.4,223,3.6,19.6,0,0,1007,52,1012,313,1163,9247,7200,7200,27.2,1710613800,223,7.6,2.1,Bardoli
20,18-03-2024,17.8,51,403,314,127,954,1001,35.2,10.5,257,3.2,20.7,0,0,1007,62,1012,311,1166,9263,7231,7159,27.8,1710700200,257,7.2,2.1,Bardoli
6,19-03-2024,13.3,51,403,316,127,954,1003,36.3,10.5,210,2.8,20.7,0,0,1007,47,1012,316,1168,9279,7261,7261,28.5,1710786600,210,6.8,1.8,Bardoli
5,20-03-2024,10.9,51,404,317,127,954,1006,37.4,10.6,218,2.8,20.7,0,0,1006,35,1012,317,1170,9294,7291,7291,29.6,1710873000,218,6.8,1.7,Bardoli
71,21-03-2024,12.7,51,405,318,127,954,1009,37.8,4,191,3.2,21.5,0,0,1005,40,1010,122,1173,9309,7320,2812,29.7,1710959400,191,5.2,1.5,Bardoli
11,22-03-2024,13.2,51,405,320,127,955,1011,38.1,10.7,220,3.6,21.9,0.3,0.3,1004,39,1009,309,1175,9324,7349,7103,29.9,1711045800,220,7.2,1.8,Bardoli
26,23-03-2024,15.6,51,406,321,127,955,1014,37.4,10.8,196,4,22.2,0,0,1004,49,1009,315,1177,9338,7378,7251,29.5,1711132200,196,7.6,1.8,Bardoli
22,24-03-2024,16.7,51,407,322,127,955,1016,36.7,8.7,253,3.2,22.6,0,0,1005,51,1010,318,1179,9352,7406,7320,29.5,1711218600,253,7.6,2,Bardoli
0,25-03-2024,17.4,51,407,323,127,955,1018,37.8,10.9,206,3.2,23,0,0,1006,51,1011,323,1181,9366,7433,7433,30.2,1711305000,206,6.4,1.9,Bardoli
0,26-03-2024,18.1,51,408,324,127,955,1021,38.5,10.9,251,3.6,23.3,0,0,1005,51,1010,324,1183,9379,7460,7460,30.9,1711391400,251,6.8,1.8,Bardoli
9,27-03-2024,19.6,52,408,326,128,955,1023,38.9,11,224,3.6,24.8,0,0,1007,52,1012,326,1185,9391,7487,7487,31.7,1711477800,224,5.6,1.7,Bardoli
6,28-03-2024,20.9,52,409,327,128,955,1025,38.9,10.4,240,3.2,25.9,0,0,1006,56,1011,326,1187,9403,7513,7496,31.9,1711564200,240,6.8,1.9,Bardoli
31,29-03-2024,19.4,52,409,328,128,955,1027,38.1,5.9,263,2.8,26.7,0,0,1005,51,1010,295,1189,9415,7538,6787,31.9,1711650600,263,5.2,1.8,Bardoli
8,30-03-2024,17.2,52,410,329,128,955,1029,37.8,9.8,256,4,25.6,0,0,1006,46,1011,328,1191,9427,7563,7547,31.3,1711737000,256,8,2.3,Bardoli
12,31-03-2024,15.3,52,410,330,128,955,1031,37,10,278,3.2,24.8,0,0,1007,43,1012,324,1192,9438,7588,7456,30.7,1711823400,278,7.6,1.9,Bardoli
40,01-04-2024,15.5,52,411,331,128,955,1033,37.4,9.1,270,3.6,23.3,0,0,1005,45,1010,220,1194,9449,7611,5071,30.2,1711909800,270,8,1.9,Bardoli
42,02-04-2024,17,52,411,332,128,955,1035,37.4,7.7,249,4,23.7,0,0,1003,49,1008,241,1196,9459,7635,5552,30.3,1711996200,249,8,2.1,Bardoli
44,03-04-2024,17.4,52,412,333,128,955,1037,37.4,11.3,233,3.6,23.7,0,0,1004,52,1009,310,1197,9469,7658,7130,30.2,1712082600,233,7.6,1.9,Bardoli
80,04-04-2024,17.6,52,412,334,128,955,1038,37,4.9,270,3.2,24.1,0,0,1005,51,1010,195,1199,9479,7680,4483,30.5,1712169000,270,8,2.1,Bardoli
17,05-04-2024,16.8,52,413,335,128,954,1040,37.4,9.8,231,4.8,24.4,0,0,1005,48,1010,334,1201,9489,7702,7672,30.9,1712255400,231,10,2.4,Bardoli
16,06-04-2024,14.1,52,413,336,128,954,1042,37.8,10.8,321,4.4,25.6,0.3,0.3,1004,37,1009,336,1205,9499,7724,7719,31.7,1712341800,321,10,2.9,Bardoli
1,07-04-2024,13.9,53,414,337,128,954,1043,37.8,11.5,250,4,25.6,0,0,1003,38,1008,337,1208,9513,7745,7745,31.2,1712428200,250,7.2,2.4,Bardoli
0,08-04-2024,16.7,53,414,338,128,954,1045,39.3,11.5,248,2.4,23.7,0,0,1003,46,1008,338,1211,9529,7766,7766,31.1,1712514600,248,6,1.8,Bardoli
0,09-04-2024,19.4,53,415,339,128,954,1046,38.5,11.6,221,3.2,24.4,0,0,1003,54,1008,339,1214,9547,7787,7787,31.3,1712601000,221,5.6,1.9,Bardoli
13,10-04-2024,19.9,53,416,339,128,954,1047,38.5,11.6,190,4,25.6,0,0,1003,55,1008,339,1217,9565,7807,7807,31.3,1712687400,190,7.2,2.3,Bardoli
33,11-04-2024,18.7,53,417,340,128,954,1048,38.5,10.5,186,3.6,25.6,0,0,1004,51,1009,324,1219,9585,7827,7443,31.1,1712773800,186,6.8,2.1,Bardoli
3,12-04-2024,17.8,53,418,341,128,953,1050,37,11.7,198,4.8,24.4,0,0,1004,52,1009,341,1222,9604,7846,7846,30.2,1712860200,198,8.8,2.4,Bardoli
13,13-04-2024,20.9,53,418,342,128,953,1051,35.9,11.7,216,5.2,23.7,0,0,1004,64,1009,337,1225,9624,7865,7748,29.3,1712946600,216,9.2,3.2,Bardoli
9,14-04-2024,21.9,53,419,343,128,953,1052,37.4,11.7,222,4,25.2,0,0,1005,61,1010,342,1227,9643,7884,7877,31.1,1713033000,222,6.4,2.3,Bardoli
11,15-04-2024,19.9,53,420,344,128,953,1053,41.5,11.4,189,4.4,28.1,0,0,1005,46,1010,340,1229,9662,7902,7814,34.4,1713119400,189,8.4,2.7,Bardoli
2,16-04-2024,14.2,54,421,344,128,952,1054,41.1,11,112,3.6,28.9,0,0,1004,30,1009,344,1232,9680,7920,7917,35.2,1713205800,112,8.4,3,Bardoli
4,17-04-2024,12.8,54,422,345,128,952,1055,42.2,11.6,164,4.8,29.6,0,0,1002,27,1007,345,1234,9698,7937,7935,35.9,1713292200,164,8.8,2.7,Bardoli
31,18-04-2024,18,54,422,346,128,952,1055,41.1,10.7,260,3.6,28.1,0,0,1003,44,1008,329,1236,9716,7954,7561,34.2,1713378600,260,8,2.2,Bardoli
33,19-04-2024,18.5,54,423,347,128,952,1056,39.3,7.6,283,3.2,28.9,0,0,1001,42,1007,321,1238,9732,7970,7394,33.9,1713465000,283,8,2.2,Bardoli
11,20-04-2024,17.3,54,424,347,128,951,1057,38.5,11.9,296,4.4,27.8,0,0,1002,42,1007,347,1240,9749,7986,7978,32.9,1713551400,296,8.8,2.8,Bardoli
46,21-04-2024,17.5,54,425,348,128,951,1057,37.8,5.7,264,2.8,26.7,0,0,1002,46,1007,266,1241,9764,8002,6112,32,1713637800,264,7.6,2.2,Bardoli
67,22-04-2024,18.1,54,425,349,128,951,1058,37,4.8,269,3.6,27,0,0,1003,48,1008,196,1243,9780,8017,4507,31.8,1713724200,269,8.4,2.4,Bardoli
0,23-04-2024,18.6,54,426,349,128,951,1059,38.9,12,248,4,25.2,0,0,1002,50,1007,349,1245,9794,8031,8031,31.9,1713810600,248,8.4,2,Bardoli
1,24-04-2024,19.5,54,426,350,128,950,1059,39.6,12,219,3.6,25.6,0,0,1001,51,1006,350,1246,9808,8045,8045,32.4,1713897000,219,6.4,1.9,Bardoli
14,25-04-2024,19.5,54,427,350,128,950,1059,39.3,10.3,243,3.2,27.4,0,0,1002,48,1007,349,1248,9822,8059,8017,33.2,1713983400,243,6.8,2.2,Bardoli
24,26-04-2024,19,54,428,351,128,950,1060,39.3,10.1,287,3.2,28.1,1.3,1.3,1002,47,1007,341,1249,9834,8072,7836,33,1714069800,287,6.8,1.8,Bardoli
55,27-04-2024,18.8,54,428,352,128,949,1060,39.6,5.8,270,3.2,26.7,0,0,1002,45,1007,225,1251,9847,8085,5185,33.6,1714156200,270,6.8,2.1,Bardoli
46,28-04-2024,15.4,54,429,352,128,949,1060,40.4,8.8,263,3.6,28.5,0,0,1002,33,1007,339,1252,9859,8097,7786,34.7,1714242600,263,7.6,2.3,Bardoli
5,29-04-2024,14.4,55,429,353,128,949,1061,40.4,12,327,3.6,28.1,0,0,1003,32,1008,353,1254,9870,8109,8108,34.4,1714329000,327,8,2.6,Bardoli
3,30-04-2024,15.2,55,430,353,128,948,1061,40.7,12.1,310,4,28.1,0,0,1002,34,1007,353,1255,9881,8120,8120,34.4,1714415400,310,8.8,3,Bardoli
0,01-05-2024,15.7,55,430,354,128,948,1061,39.3,12.1,261,4,26.7,0,0,1000,42,1005,354,1256,9891,8131,8131,32.8,1714501800,261,8.8,2.7,Bardoli
16,02-05-2024,17.2,55,430,354,128,948,1061,38.9,10,229,3.6,25.6,0,0,1000,47,1005,352,1257,9901,8142,8105,32.2,1714588200,229,7.6,2.3,Bardoli
8,03-05-2024,18.1,55,431,354,128,947,1061,40,12.1,244,2.8,25.2,0,0,1001,49,1006,354,1258,9911,8152,8151,32.3,1714674600,244,6.4,2.3,Bardoli
46,04-05-2024,21.3,55,431,355,128,947,1061,40.7,6,272,4,26.3,0,0,1002,55,1007,272,1259,9920,8162,6262,33.3,1714761000,272,9.2,2.6,Bardoli
37,05-05-2024,20.7,55,432,355,128,946,1061,40,11.6,273,4.4,27.8,0,0,1001,50,1006,337,1260,9929,8171,7743,34.1,1714847400,273,9.6,2.8,Bardoli
3,06-05-2024,21.1,55,432,356,128,946,1061,38.1,12,251,4.4,28.9,0,0,1001,52,1006,356,1261,9937,8180,8178,33.4,1714933800,251,10,3.1,Bardoli
2,07-05-2024,23.3,55,432,356,128,946,1061,38.5,11.9,221,5.6,27.8,0,0,1002,62,1007,356,1262,9945,8189,8189,32.5,1715020200,221,10.8,3.8,Bardoli
3,08-05-2024,23.5,55,433,356,127,945,1061,38.9,12.1,225,4.8,27,0,0,1002,63,1007,356,1263,9953,8197,8197,32.3,1715106600,225,9.2,3.8,Bardoli
6,09-05-2024,24,55,433,357,127,945,1061,37.8,12,225,4.8,27,0,0,1001,66,1006,357,1264,9960,8205,8204,31.9,1715193000,225,9.6,3.9,Bardoli
5,10-05-2024,23.2,55,433,357,127,945,1061,37,12.1,229,4.8,27.4,0,0,1003,65,1008,357,1265,9967,8212,8209,31.5,1715279400,229,10,3.8,Bardoli
16,11-05-2024,23.9,55,434,357,127,944,1061,38.5,11.9,242,4,26.3,0,0,1004,66,1009,356,1266,9973,8219,8177,32.2,1715365800,242,7.2,2.6,Bardoli
28,12-05-2024,23.7,55,434,358,127,944,1061,37,10.6,218,3.2,27.4,0,0,1004,64,1009,348,1266,9979,8226,8004,32,1715452200,218,6.8,2.6,Bardoli
14,13-05-2024,23.6,55,434,358,127,944,1060,39.6,11.5,187,4,27.8,7.5,7.5,1003,61,1008,349,1267,9985,8233,8021,32.8,1715538600,187,8.4,2.1,Bardoli
10,14-05-2024,20.5,55,434,358,127,943,1060,38.1,11.8,84,3.6,26.3,0.8,0.8,1003,52,1008,356,1268,9991,8239,8182,32.4,1715625000,84,10,2.1,Bardoli
14,15-05-2024,19.2,55,435,358,127,943,1060,41.5,10.4,137,4,28.9,1.5,1.5,1003,44,1008,352,1268,9996,8244,8091,34.9,1715711400,137,6,1.6,Bardoli
29,16-05-2024,18.5,55,435,359,127,942,1060,41.5,11.8,185,5.2,30,0,0,1002,39,1007,339,1269,10001,8250,7794,35.5,1715797800,185,10,1.8,Bardoli
4,17-05-2024,22,55,435,359,127,942,1059,40,12.1,230,3.6,30,0,0,1001,49,1006,359,1269,10006,8255,8255,35.1,1715884200,230,8.8,2.9,Bardoli
6,18-05-2024,22.8,55,435,359,127,942,1059,42.6,12,253,3.6,30,0,0,999,52,1004,359,1270,10010,8260,8257,35.6,1715970600,253,7.6,2.6,Bardoli
5,19-05-2024,20.9,55,435,359,127,941,1059,43,12,249,4.4,30,0,0,997,48,1002,359,1270,10014,8264,8264,36,1716057000,249,8.8,3.1,Bardoli
9,20-05-2024,21.3,55,436,360,127,941,1058,42.6,10.4,255,5.2,30,0,0,997,48,1002,359,1271,10018,8269,8254,35.8,1716143400,255,10.4,3.2,Bardoli
15,21-05-2024,21.1,55,436,360,127,941,1058,44.1,11.6,281,4.8,30,0,0,997,48,1002,351,1271,10021,8273,8066,36.3,1716229800,281,9.2,2.7,Bardoli
35,22-05-2024,22.8,55,436,360,127,940,1058,42.2,7.4,258,3.6,30.7,0,0,997,51,1002,333,1272,10025,8276,7652,35.8,1716316200,258,7.2,2.5,Bardoli
12,23-05-2024,22.4,55,436,360,127,940,1057,41.9,10.5,244,4.4,30.7,0,0,996,50,1001,359,1272,10028,8280,8267,35.8,1716402600,244,9.2,2.9,Bardoli
6,24-05-2024,23.1,55,436,360,127,940,1057,41.1,12.1,244,5.2,29.6,0,0,995,55,1000,360,1272,10031,8283,8283,34.9,1716489000,244,10.8,3.7,Bardoli
13,25-05-2024,24.5,55,436,360,127,939,1057,39.6,12,234,5.6,30,0,0,997,62,1002,360,1273,10033,8286,8286,33.7,1716575400,234,10.4,4.3,Bardoli
91,26-05-2024,25.9,55,436,360,127,939,1056,37.4,4.9,229,6,30,0,0,997,67,1003,186,1273,10036,8289,4284,33,1716661800,229,12.8,5.1,Bardoli
63,27-05-2024,25.9,55,436,360,127,939,1056,36.7,9.6,226,7.6,30.4,0,0,997,69,1002,287,1273,10038,8291,6601,32.6,1716748200,226,13.2,5.9,Bardoli
48,28-05-2024,25.6,55,437,361,127,938,1055,36.7,10.2,231,7.6,29.3,0,0,997,68,1002,341,1273,10040,8294,7837,32.4,1716834600,231,14.4,6.4,Bardoli
