clouds (%),Date ,dewpt (°C),dhi (W/m²),dni (W/m²),ghi (W/m²),max_dhi (W/m²),max_dni (W/m²),max_ghi (W/m²),max_temp (°C),max_uv (Index),max_wind_dir (°),max_wind_spd (m/s),min_temp (°C),precip (mm),precip_gpm (mm/hr),pres (hPa),rh (%),slp (hPa),solar_rad (W/m²),temp (°C),wind_dir (°),wind_gust_spd (m/s),wind_spd (m/s)
0.53,2024-12-20,15.3,41,339,213,115,908,754,28.9,4.4,197,3.2,16.7,0.0,0.0,1008,0.7,1011,126,22.0,197,6.4,2.0
0.01,2024-12-21,15.3,41,339,213,115,908,753,29.6,6.2,146,2.8,17.4,0.0,0.0,1008,0.65,1011,213,22.6,146,5.2,1.7
0.39,2024-12-22,18.4,41,339,213,115,908,754,26.7,4.2,213,4.0,19.3,0.0,0.0,1009,0.79,1012,170,22.4,213,8.4,2.1
0.67,2024-12-23,17.0,41,339,213,115,908,754,27.0,5.2,286,3.2,20.0,0.0,0.0,1009,0.7,1013,187,23.2,286,6.4,1.7
0.55,2024-12-24,12.9,41,339,213,115,908,754,26.7,3.8,156,4.0,18.5,0.0,0.0,1010,0.57,1013,154,22.1,156,8.0,3.2
0.45,2024-12-25,15.1,41,339,213,115,908,754,28.1,5.3,178,3.2,18.1,0.0,0.0,1010,0.63,1014,206,22.6,178,6.4,2.5
0.53,2024-12-26,19.1,41,339,213,115,908,755,29.3,5.4,145,2.8,20.4,0.0,0.0,1012,0.74,1015,207,24.3,145,5.6,1.6
0.26,2024-12-27,19.1,41,339,214,115,909,755,28.5,5.9,291,3.2,20.4,0.0,0.0,1012,0.76,1015,210,24.0,291,6.8,1.7
0.14,2024-12-28,17.2,41,339,214,116,909,756,28.1,5.2,286,3.2,20.0,0.0,0.0,1013,0.68,1016,213,23.6,286,7.2,2.7
0.01,2024-12-29,18.0,41,339,214,116,909,757,30.0,6.2,120,4.0,19.3,0.0,0.0,1013,0.7,1016,214,24.0,120,7.2,2.9
0.0,2024-12-30,19.0,41,340,215,116,909,758,31.1,6.2,154,3.2,20.4,0.0,0.0,1012,0.72,1015,215,24.7,154,6.0,2.5
0.15,2024-12-31,18.8,41,340,215,116,910,759,31.1,5.8,142,3.6,19.3,0.0,0.0,1013,0.71,1016,208,24.6,142,6.0,2.4
